arch type  mix	threads	ms	ops	
AMD Treiber	50-50	41	3585	5000000
AMD Treiber	50-50	41	3527	5000000
AMD Treiber	50-50	41	3449	5000000
AMD Treiber	50-50	41	3600	5000000
AMD Treiber	50-50	42	3573	5000000
AMD Treiber	50-50	42	3575	5000000
AMD Treiber	50-50	42	3518	5000000
AMD Treiber	50-50	42	3556	5000000
AMD Treiber	50-50	42	3619	5000000
AMD Treiber	50-50	42	3577	5000000
AMD Treiber	50-50	42	3551	5000000
AMD Treiber	50-50	42	3577	5000000
AMD Treiber	50-50	42	3621	5000000
AMD Treiber	50-50	42	3567	5000000
AMD Treiber	50-50	43	3588	5000000
AMD Treiber	50-50	43	3464	5000000
AMD Treiber	50-50	43	3545	5000000
AMD Treiber	50-50	43	3551	5000000
AMD Treiber	50-50	43	3617	5000000
AMD Treiber	50-50	43	3537	5000000
AMD Treiber	50-50	43	3603	5000000
AMD Treiber	50-50	43	3519	5000000
AMD Treiber	50-50	43	3609	5000000
AMD Treiber	50-50	43	3468	5000000
AMD Treiber	50-50	44	3553	5000000
AMD Treiber	50-50	44	3580	5000000
AMD Treiber	50-50	44	3531	5000000
AMD Treiber	50-50	44	3583	5000000
AMD Treiber	50-50	44	3588	5000000
AMD Treiber	50-50	44	3525	5000000
AMD Treiber	50-50	44	3555	5000000
AMD Treiber	50-50	44	3556	5000000
AMD Treiber	50-50	44	3571	5000000
AMD Treiber	50-50	44	3595	5000000
AMD Treiber	50-50	45	3591	5000000
AMD Treiber	50-50	45	3539	5000000
AMD Treiber	50-50	45	3501	5000000
AMD Treiber	50-50	45	3609	5000000
AMD Treiber	50-50	45	3582	5000000
AMD Treiber	50-50	45	3612	5000000
AMD Treiber	50-50	45	3573	5000000
AMD Treiber	50-50	45	3570	5000000
AMD Treiber	50-50	45	3542	5000000
AMD Treiber	50-50	45	3546	5000000
AMD Treiber	50-50	46	3575	5000000
AMD Treiber	50-50	46	3537	5000000
AMD Treiber	50-50	46	3575	5000000
AMD Treiber	50-50	46	3566	5000000
AMD Treiber	50-50	46	3544	5000000
AMD Treiber	50-50	46	3449	5000000
AMD Treiber	50-50	46	3537	5000000
AMD Treiber	50-50	46	3512	5000000
AMD Treiber	50-50	46	3506	5000000
AMD Treiber	50-50	46	3597	5000000
AMD Treiber	50-50	47	3622	5000000
AMD Treiber	50-50	47	3580	5000000
AMD Treiber	50-50	47	3520	5000000
AMD Treiber	50-50	47	3578	5000000
AMD Treiber	50-50	47	3603	5000000
AMD Treiber	50-50	47	3544	5000000
AMD Treiber	50-50	47	3591	5000000
AMD Treiber	50-50	47	3549	5000000
AMD Treiber	50-50	47	3616	5000000
AMD Treiber	50-50	47	3555	5000000
AMD Treiber	50-50	48	3670	5000000
AMD Treiber	50-50	48	3576	5000000
AMD Treiber	50-50	48	3605	5000000
AMD Treiber	50-50	48	3482	5000000
AMD Treiber	50-50	48	3551	5000000
AMD Treiber	50-50	48	3651	5000000
AMD Treiber	50-50	48	3569	5000000
AMD Treiber	50-50	48	3596	5000000
AMD Treiber	50-50	48	3560	5000000
AMD Treiber	50-50	48	3611	5000000
AMD Treiber	50-50	49	3649	5000000
AMD Treiber	50-50	49	3668	5000000
AMD Treiber	50-50	49	3560	5000000
AMD Treiber	50-50	49	3528	5000000
AMD Treiber	50-50	49	3612	5000000
AMD Treiber	50-50	49	3607	5000000
AMD Treiber	50-50	49	3579	5000000
AMD Treiber	50-50	49	3603	5000000
AMD Treiber	50-50	49	3609	5000000
AMD Treiber	50-50	49	3614	5000000
AMD Treiber	50-50	50	3626	5000000
AMD Treiber	50-50	50	3638	5000000
AMD Treiber	50-50	50	3692	5000000
AMD Treiber	50-50	50	3663	5000000
AMD Treiber	50-50	50	3699	5000000
AMD Treiber	50-50	50	3546	5000000
AMD Treiber	50-50	50	3620	5000000
AMD Treiber	50-50	50	3661	5000000
AMD Treiber	50-50	50	3690	5000000
AMD Treiber	50-50	50	3588	5000000
AMD Treiber	50-50	51	3601	5000000
AMD Treiber	50-50	51	3670	5000000
AMD Treiber	50-50	51	3691	5000000
AMD Treiber	50-50	51	3692	5000000
AMD Treiber	50-50	51	3686	5000000
AMD Treiber	50-50	51	3653	5000000
AMD Treiber	50-50	51	3444	5000000
AMD Treiber	50-50	51	3676	5000000
AMD Treiber	50-50	51	3601	5000000
AMD Treiber	50-50	51	3599	5000000
AMD Treiber	50-50	52	3670	5000000
AMD Treiber	50-50	52	3436	5000000
AMD Treiber	50-50	52	3677	5000000
AMD Treiber	50-50	52	3678	5000000
AMD Treiber	50-50	52	3650	5000000
AMD Treiber	50-50	52	3618	5000000
AMD Treiber	50-50	52	3660	5000000
AMD Treiber	50-50	52	3693	5000000
AMD Treiber	50-50	52	3652	5000000
AMD Treiber	50-50	52	3517	5000000
AMD Treiber	50-50	53	3714	5000000
AMD Treiber	50-50	53	3654	5000000
AMD Treiber	50-50	53	3698	5000000
AMD Treiber	50-50	53	3783	5000000
AMD Treiber	50-50	53	3694	5000000
AMD Treiber	50-50	53	3738	5000000
AMD Treiber	50-50	53	3663	5000000
AMD Treiber	50-50	53	3710	5000000
AMD Treiber	50-50	53	3717	5000000
AMD Treiber	50-50	53	3679	5000000
AMD Treiber	50-50	54	3700	5000000
AMD Treiber	50-50	54	3717	5000000
AMD Treiber	50-50	54	3630	5000000
AMD Treiber	50-50	54	3746	5000000
AMD Treiber	50-50	54	3684	5000000
AMD Treiber	50-50	54	3590	5000000
AMD Treiber	50-50	54	3695	5000000
AMD Treiber	50-50	54	3690	5000000
AMD Treiber	50-50	54	3747	5000000
AMD Treiber	50-50	54	3692	5000000
AMD Treiber	50-50	55	3724	5000000
AMD Treiber	50-50	55	3777	5000000
AMD Treiber	50-50	55	3683	5000000
AMD Treiber	50-50	55	3662	5000000
AMD Treiber	50-50	55	3675	5000000
AMD Treiber	50-50	55	3737	5000000
AMD Treiber	50-50	55	3743	5000000
AMD Treiber	50-50	55	3788	5000000
AMD Treiber	50-50	55	3685	5000000
AMD Treiber	50-50	55	3742	5000000
AMD Treiber	50-50	56	3750	5000000
AMD Treiber	50-50	56	3570	5000000
AMD Treiber	50-50	56	3765	5000000
AMD Treiber	50-50	56	3594	5000000
AMD Treiber	50-50	56	3778	5000000
AMD Treiber	50-50	56	3686	5000000
AMD Treiber	50-50	56	3619	5000000
AMD Treiber	50-50	56	3668	5000000
AMD Treiber	50-50	56	3757	5000000
AMD Treiber	50-50	56	3726	5000000
AMD Treiber	50-50	57	3736	5000000
AMD Treiber	50-50	57	3843	5000000
AMD Treiber	50-50	57	3777	5000000
AMD Treiber	50-50	57	3785	5000000
AMD Treiber	50-50	57	3811	5000000
AMD Treiber	50-50	57	3707	5000000
AMD Treiber	50-50	57	3690	5000000
AMD Treiber	50-50	57	3699	5000000
AMD Treiber	50-50	57	3795	5000000
AMD Treiber	50-50	57	3714	5000000
AMD Treiber	50-50	58	3679	5000000
AMD Treiber	50-50	58	3716	5000000
AMD Treiber	50-50	58	3803	5000000
AMD Treiber	50-50	58	3793	5000000
AMD Treiber	50-50	58	3787	5000000
AMD Treiber	50-50	58	3774	5000000
AMD Treiber	50-50	58	3760	5000000
AMD Treiber	50-50	58	3725	5000000
AMD Treiber	50-50	58	3810	5000000
AMD Treiber	50-50	58	3706	5000000
AMD Treiber	50-50	59	3863	5000000
AMD Treiber	50-50	59	3787	5000000
AMD Treiber	50-50	59	3729	5000000
AMD Treiber	50-50	59	3728	5000000
AMD Treiber	50-50	59	3815	5000000
AMD Treiber	50-50	59	3677	5000000
AMD Treiber	50-50	59	3735	5000000
AMD Treiber	50-50	59	3707	5000000
AMD Treiber	50-50	59	3735	5000000
AMD Treiber	50-50	59	3816	5000000
AMD Treiber	50-50	60	3774	5000000
AMD Treiber	50-50	60	3802	5000000
AMD Treiber	50-50	60	3770	5000000
AMD Treiber	50-50	60	3819	5000000
AMD Treiber	50-50	60	3729	5000000
AMD Treiber	50-50	60	3773	5000000
AMD Treiber	50-50	60	3825	5000000
AMD Treiber	50-50	60	3733	5000000
AMD Treiber	50-50	60	3814	5000000
AMD Treiber	50-50	60	3749	5000000
AMD Treiber	50-50	61	3734	5000000
AMD Treiber	50-50	61	3744	5000000
AMD Treiber	50-50	61	3681	5000000
AMD Treiber	50-50	61	3797	5000000
AMD Treiber	50-50	61	3635	5000000
AMD Treiber	50-50	61	3700	5000000
AMD Treiber	50-50	61	3697	5000000
AMD Treiber	50-50	61	3782	5000000
AMD Treiber	50-50	61	3872	5000000
AMD Treiber	50-50	61	3820	5000000
AMD Treiber	50-50	62	3731	5000000
AMD Treiber	50-50	62	3802	5000000
AMD Treiber	50-50	62	3734	5000000
AMD Treiber	50-50	62	3513	5000000
AMD Treiber	50-50	62	3770	5000000
AMD Treiber	50-50	62	3692	5000000
AMD Treiber	50-50	62	3681	5000000
AMD Treiber	50-50	62	3817	5000000
AMD Treiber	50-50	62	3520	5000000
AMD Treiber	50-50	62	3658	5000000
AMD Treiber	50-50	63	3679	5000000
AMD Treiber	50-50	63	3657	5000000
AMD Treiber	50-50	63	3869	5000000
AMD Treiber	50-50	63	3683	5000000
AMD Treiber	50-50	63	3843	5000000
AMD Treiber	50-50	63	3869	5000000
AMD Treiber	50-50	63	4021	5000000
AMD Treiber	50-50	63	3729	5000000
AMD Treiber	50-50	63	3689	5000000
AMD Treiber	50-50	63	3704	5000000
AMD Treiber	50-50	64	4147	5000000
AMD Treiber	50-50	64	3767	5000000
AMD Treiber	50-50	64	4077	5000000
AMD Treiber	50-50	64	4055	5000000
AMD Treiber	50-50	64	3781	5000000
AMD Treiber	50-50	64	3630	5000000
AMD Treiber	50-50	64	3921	5000000
AMD Treiber	50-50	64	3984	5000000
AMD Treiber	50-50	64	3901	5000000
AMD Treiber	50-50	64	3816	5000000
AMD Treiber	25-75	1	479	5000000
AMD Treiber	25-75	1	475	5000000
AMD Treiber	25-75	1	479	5000000
AMD Treiber	25-75	1	480	5000000
AMD Treiber	25-75	1	476	5000000
AMD Treiber	25-75	1	480	5000000
AMD Treiber	25-75	1	480	5000000
AMD Treiber	25-75	1	475	5000000
AMD Treiber	25-75	1	476	5000000
AMD Treiber	25-75	1	480	5000000
AMD Treiber	25-75	2	735	5000000
AMD Treiber	25-75	2	739	5000000
AMD Treiber	25-75	2	699	5000000
AMD Treiber	25-75	2	708	5000000
AMD Treiber	25-75	2	693	5000000
AMD Treiber	25-75	2	711	5000000
AMD Treiber	25-75	2	708	5000000
AMD Treiber	25-75	2	700	5000000
AMD Treiber	25-75	2	694	5000000
AMD Treiber	25-75	2	706	5000000
AMD Treiber	25-75	3	807	5000000
AMD Treiber	25-75	3	807	5000000
AMD Treiber	25-75	3	749	5000000
AMD Treiber	25-75	3	822	5000000
AMD Treiber	25-75	3	805	5000000
AMD Treiber	25-75	3	746	5000000
AMD Treiber	25-75	3	813	5000000
AMD Treiber	25-75	3	743	5000000
AMD Treiber	25-75	3	826	5000000
AMD Treiber	25-75	3	828	5000000
AMD Treiber	25-75	4	820	5000000
AMD Treiber	25-75	4	907	5000000
AMD Treiber	25-75	4	866	5000000
AMD Treiber	25-75	4	832	5000000
AMD Treiber	25-75	4	811	5000000
AMD Treiber	25-75	4	903	5000000
AMD Treiber	25-75	4	903	5000000
AMD Treiber	25-75	4	811	5000000
AMD Treiber	25-75	4	850	5000000
AMD Treiber	25-75	4	849	5000000
AMD Treiber	25-75	5	917	5000000
AMD Treiber	25-75	5	976	5000000
AMD Treiber	25-75	5	914	5000000
AMD Treiber	25-75	5	912	5000000
AMD Treiber	25-75	5	917	5000000
AMD Treiber	25-75	5	928	5000000
AMD Treiber	25-75	5	905	5000000
AMD Treiber	25-75	5	949	5000000
AMD Treiber	25-75	5	972	5000000
AMD Treiber	25-75	5	881	5000000
AMD Treiber	25-75	6	1002	5000000
AMD Treiber	25-75	6	992	5000000
AMD Treiber	25-75	6	1025	5000000
AMD Treiber	25-75	6	1027	5000000
AMD Treiber	25-75	6	1030	5000000
AMD Treiber	25-75	6	983	5000000
AMD Treiber	25-75	6	1006	5000000
AMD Treiber	25-75	6	1016	5000000
AMD Treiber	25-75	6	1008	5000000
AMD Treiber	25-75	6	1019	5000000
AMD Treiber	25-75	7	1054	5000000
AMD Treiber	25-75	7	1076	5000000
AMD Treiber	25-75	7	1108	5000000
AMD Treiber	25-75	7	1090	5000000
AMD Treiber	25-75	7	1085	5000000
AMD Treiber	25-75	7	1079	5000000
AMD Treiber	25-75	7	1099	5000000
AMD Treiber	25-75	7	1036	5000000
AMD Treiber	25-75	7	1081	5000000
AMD Treiber	25-75	7	1084	5000000
AMD Treiber	25-75	8	1136	5000000
AMD Treiber	25-75	8	1125	5000000
AMD Treiber	25-75	8	1144	5000000
AMD Treiber	25-75	8	1168	5000000
AMD Treiber	25-75	8	1125	5000000
AMD Treiber	25-75	8	1129	5000000
AMD Treiber	25-75	8	1171	5000000
AMD Treiber	25-75	8	1136	5000000
AMD Treiber	25-75	8	1127	5000000
AMD Treiber	25-75	8	1072	5000000
AMD Treiber	25-75	9	1189	5000000
AMD Treiber	25-75	9	1165	5000000
AMD Treiber	25-75	9	1177	5000000
AMD Treiber	25-75	9	1160	5000000
AMD Treiber	25-75	9	1166	5000000
AMD Treiber	25-75	9	1145	5000000
AMD Treiber	25-75	9	1142	5000000
AMD Treiber	25-75	9	1198	5000000
AMD Treiber	25-75	9	1182	5000000
AMD Treiber	25-75	9	1162	5000000
AMD Treiber	25-75	10	1258	5000000
AMD Treiber	25-75	10	1205	5000000
AMD Treiber	25-75	10	1187	5000000
AMD Treiber	25-75	10	1272	5000000
AMD Treiber	25-75	10	1207	5000000
AMD Treiber	25-75	10	1210	5000000
AMD Treiber	25-75	10	1249	5000000
AMD Treiber	25-75	10	1182	5000000
AMD Treiber	25-75	10	1209	5000000
AMD Treiber	25-75	10	1278	5000000
AMD Treiber	25-75	11	1275	5000000
AMD Treiber	25-75	11	1240	5000000
AMD Treiber	25-75	11	1344	5000000
AMD Treiber	25-75	11	1257	5000000
AMD Treiber	25-75	11	1324	5000000
AMD Treiber	25-75	11	1284	5000000
AMD Treiber	25-75	11	1245	5000000
AMD Treiber	25-75	11	1253	5000000
AMD Treiber	25-75	11	1328	5000000
AMD Treiber	25-75	11	1255	5000000
AMD Treiber	25-75	12	1386	5000000
AMD Treiber	25-75	12	1366	5000000
AMD Treiber	25-75	12	1385	5000000
AMD Treiber	25-75	12	1410	5000000
AMD Treiber	25-75	12	1405	5000000
AMD Treiber	25-75	12	1397	5000000
AMD Treiber	25-75	12	1359	5000000
AMD Treiber	25-75	12	1408	5000000
AMD Treiber	25-75	12	1275	5000000
AMD Treiber	25-75	12	1309	5000000
AMD Treiber	25-75	13	1453	5000000
AMD Treiber	25-75	13	1391	5000000
AMD Treiber	25-75	13	1346	5000000
AMD Treiber	25-75	13	1496	5000000
AMD Treiber	25-75	13	1444	5000000
AMD Treiber	25-75	13	1438	5000000
AMD Treiber	25-75	13	1478	5000000
AMD Treiber	25-75	13	1500	5000000
AMD Treiber	25-75	13	1344	5000000
AMD Treiber	25-75	13	1434	5000000
AMD Treiber	25-75	14	1550	5000000
AMD Treiber	25-75	14	1443	5000000
AMD Treiber	25-75	14	1474	5000000
AMD Treiber	25-75	14	1561	5000000
AMD Treiber	25-75	14	1453	5000000
AMD Treiber	25-75	14	1484	5000000
AMD Treiber	25-75	14	1558	5000000
AMD Treiber	25-75	14	1593	5000000
AMD Treiber	25-75	14	1473	5000000
AMD Treiber	25-75	14	1470	5000000
AMD Treiber	25-75	15	1469	5000000
AMD Treiber	25-75	15	1598	5000000
AMD Treiber	25-75	15	1499	5000000
AMD Treiber	25-75	15	1571	5000000
AMD Treiber	25-75	15	1565	5000000
AMD Treiber	25-75	15	1580	5000000
AMD Treiber	25-75	15	1568	5000000
AMD Treiber	25-75	15	1644	5000000
AMD Treiber	25-75	15	1574	5000000
AMD Treiber	25-75	15	1510	5000000
AMD Treiber	25-75	16	1740	5000000
AMD Treiber	25-75	16	1534	5000000
AMD Treiber	25-75	16	1657	5000000
AMD Treiber	25-75	16	1771	5000000
AMD Treiber	25-75	16	1681	5000000
AMD Treiber	25-75	16	1612	5000000
AMD Treiber	25-75	16	1467	5000000
AMD Treiber	25-75	16	1729	5000000
AMD Treiber	25-75	16	1655	5000000
AMD Treiber	25-75	16	1710	5000000
AMD Treiber	25-75	17	1525	5000000
AMD Treiber	25-75	17	1519	5000000
AMD Treiber	25-75	17	1758	5000000
AMD Treiber	25-75	17	1682	5000000
AMD Treiber	25-75	17	1508	5000000
AMD Treiber	25-75	17	1520	5000000
AMD Treiber	25-75	17	1636	5000000
AMD Treiber	25-75	17	1671	5000000
AMD Treiber	25-75	17	1738	5000000
AMD Treiber	25-75	17	1530	5000000
AMD Treiber	25-75	18	1594	5000000
AMD Treiber	25-75	18	1512	5000000
AMD Treiber	25-75	18	1650	5000000
AMD Treiber	25-75	18	1568	5000000
AMD Treiber	25-75	18	1764	5000000
AMD Treiber	25-75	18	1765	5000000
AMD Treiber	25-75	18	1620	5000000
AMD Treiber	25-75	18	1694	5000000
AMD Treiber	25-75	18	1576	5000000
AMD Treiber	25-75	18	1707	5000000
AMD Treiber	25-75	19	1783	5000000
AMD Treiber	25-75	19	1580	5000000
AMD Treiber	25-75	19	1784	5000000
AMD Treiber	25-75	19	1629	5000000
AMD Treiber	25-75	19	1570	5000000
AMD Treiber	25-75	19	1766	5000000
AMD Treiber	25-75	19	1544	5000000
AMD Treiber	25-75	19	1618	5000000
AMD Treiber	25-75	19	1608	5000000
AMD Treiber	25-75	19	1583	5000000
AMD Treiber	25-75	20	1745	5000000
AMD Treiber	25-75	20	1793	5000000
AMD Treiber	25-75	20	1807	5000000
AMD Treiber	25-75	20	1563	5000000
AMD Treiber	25-75	20	1791	5000000
AMD Treiber	25-75	20	1799	5000000
AMD Treiber	25-75	20	1762	5000000
AMD Treiber	25-75	20	1776	5000000
AMD Treiber	25-75	20	1728	5000000
AMD Treiber	25-75	20	1813	5000000
AMD Treiber	25-75	21	1811	5000000
AMD Treiber	25-75	21	1771	5000000
AMD Treiber	25-75	21	1590	5000000
AMD Treiber	25-75	21	1750	5000000
AMD Treiber	25-75	21	1736	5000000
AMD Treiber	25-75	21	1616	5000000
AMD Treiber	25-75	21	1742	5000000
AMD Treiber	25-75	21	1592	5000000
AMD Treiber	25-75	21	1655	5000000
AMD Treiber	25-75	21	1812	5000000
AMD Treiber	25-75	22	1741	5000000
AMD Treiber	25-75	22	1763	5000000
AMD Treiber	25-75	22	1785	5000000
AMD Treiber	25-75	22	1583	5000000
AMD Treiber	25-75	22	1709	5000000
AMD Treiber	25-75	22	1781	5000000
AMD Treiber	25-75	22	1820	5000000
AMD Treiber	25-75	22	1811	5000000
AMD Treiber	25-75	22	1826	5000000
AMD Treiber	25-75	22	1576	5000000
AMD Treiber	25-75	23	1574	5000000
AMD Treiber	25-75	23	1803	5000000
AMD Treiber	25-75	23	1651	5000000
AMD Treiber	25-75	23	1788	5000000
AMD Treiber	25-75	23	1596	5000000
AMD Treiber	25-75	23	1580	5000000
AMD Treiber	25-75	23	1760	5000000
AMD Treiber	25-75	23	1784	5000000
AMD Treiber	25-75	23	1747	5000000
AMD Treiber	25-75	23	1773	5000000
AMD Treiber	25-75	24	1809	5000000
AMD Treiber	25-75	24	1789	5000000
AMD Treiber	25-75	24	1530	5000000
AMD Treiber	25-75	24	1781	5000000
AMD Treiber	25-75	24	1753	5000000
AMD Treiber	25-75	24	1810	5000000
AMD Treiber	25-75	24	1762	5000000
AMD Treiber	25-75	24	1770	5000000
AMD Treiber	25-75	24	1802	5000000
AMD Treiber	25-75	24	1735	5000000
AMD Treiber	25-75	25	1739	5000000
AMD Treiber	25-75	25	1790	5000000
AMD Treiber	25-75	25	1801	5000000
AMD Treiber	25-75	25	1772	5000000
AMD Treiber	25-75	25	1807	5000000
AMD Treiber	25-75	25	1841	5000000
AMD Treiber	25-75	25	1762	5000000
AMD Treiber	25-75	25	1734	5000000
AMD Treiber	25-75	25	1687	5000000
AMD Treiber	25-75	25	1737	5000000
AMD Treiber	25-75	26	1775	5000000
AMD Treiber	25-75	26	1845	5000000
AMD Treiber	25-75	26	1592	5000000
AMD Treiber	25-75	26	1771	5000000
AMD Treiber	25-75	26	1834	5000000
AMD Treiber	25-75	26	1771	5000000
AMD Treiber	25-75	26	1826	5000000
AMD Treiber	25-75	26	1785	5000000
AMD Treiber	25-75	26	1754	5000000
AMD Treiber	25-75	26	1815	5000000
AMD Treiber	25-75	27	1767	5000000
AMD Treiber	25-75	27	1750	5000000
AMD Treiber	25-75	27	1753	5000000
AMD Treiber	25-75	27	1657	5000000
AMD Treiber	25-75	27	1767	5000000
AMD Treiber	25-75	27	1755	5000000
AMD Treiber	25-75	27	1815	5000000
AMD Treiber	25-75	27	1765	5000000
AMD Treiber	25-75	27	1797	5000000
AMD Treiber	25-75	27	1799	5000000
AMD Treiber	25-75	28	1732	5000000
AMD Treiber	25-75	28	1828	5000000
AMD Treiber	25-75	28	1701	5000000
AMD Treiber	25-75	28	1769	5000000
AMD Treiber	25-75	28	1824	5000000
AMD Treiber	25-75	28	1821	5000000
AMD Treiber	25-75	28	1812	5000000
AMD Treiber	25-75	28	1784	5000000
AMD Treiber	25-75	28	1772	5000000
AMD Treiber	25-75	28	1842	5000000
AMD Treiber	25-75	29	1836	5000000
AMD Treiber	25-75	29	1749	5000000
AMD Treiber	25-75	29	1754	5000000
AMD Treiber	25-75	29	1806	5000000
AMD Treiber	25-75	29	1806	5000000
AMD Treiber	25-75	29	1815	5000000
AMD Treiber	25-75	29	1756	5000000
AMD Treiber	25-75	29	1772	5000000
AMD Treiber	25-75	29	1799	5000000
AMD Treiber	25-75	29	1772	5000000
AMD Treiber	25-75	30	1769	5000000
AMD Treiber	25-75	30	1778	5000000
AMD Treiber	25-75	30	1751	5000000
AMD Treiber	25-75	30	1768	5000000
AMD Treiber	25-75	30	1763	5000000
AMD Treiber	25-75	30	1771	5000000
AMD Treiber	25-75	30	1771	5000000
AMD Treiber	25-75	30	1749	5000000
AMD Treiber	25-75	30	1766	5000000
AMD Treiber	25-75	30	1790	5000000
AMD Treiber	25-75	31	1781	5000000
AMD Treiber	25-75	31	1795	5000000
AMD Treiber	25-75	31	1744	5000000
AMD Treiber	25-75	31	1792	5000000
AMD Treiber	25-75	31	1770	5000000
AMD Treiber	25-75	31	1776	5000000
AMD Treiber	25-75	31	1654	5000000
AMD Treiber	25-75	31	1754	5000000
AMD Treiber	25-75	31	1834	5000000
AMD Treiber	25-75	31	1829	5000000
AMD Treiber	25-75	32	1780	5000000
AMD Treiber	25-75	32	1823	5000000
AMD Treiber	25-75	32	1757	5000000
AMD Treiber	25-75	32	1786	5000000
AMD Treiber	25-75	32	1802	5000000
AMD Treiber	25-75	32	1714	5000000
AMD Treiber	25-75	32	1767	5000000
AMD Treiber	25-75	32	1778	5000000
AMD Treiber	25-75	32	1793	5000000
AMD Treiber	25-75	32	1812	5000000
AMD Treiber	25-75	33	1777	5000000
AMD Treiber	25-75	33	1815	5000000
AMD Treiber	25-75	33	1826	5000000
AMD Treiber	25-75	33	1788	5000000
AMD Treiber	25-75	33	1772	5000000
AMD Treiber	25-75	33	1793	5000000
AMD Treiber	25-75	33	1717	5000000
AMD Treiber	25-75	33	1793	5000000
AMD Treiber	25-75	33	1808	5000000
AMD Treiber	25-75	33	1774	5000000
AMD Treiber	25-75	34	1773	5000000
AMD Treiber	25-75	34	1800	5000000
AMD Treiber	25-75	34	1807	5000000
AMD Treiber	25-75	34	1799	5000000
AMD Treiber	25-75	34	1820	5000000
AMD Treiber	25-75	34	1777	5000000
AMD Treiber	25-75	34	1691	5000000
AMD Treiber	25-75	34	1713	5000000
AMD Treiber	25-75	34	1815	5000000
AMD Treiber	25-75	34	1777	5000000
AMD Treiber	25-75	35	1816	5000000
AMD Treiber	25-75	35	1744	5000000
AMD Treiber	25-75	35	1806	5000000
AMD Treiber	25-75	35	1763	5000000
AMD Treiber	25-75	35	1755	5000000
AMD Treiber	25-75	35	1736	5000000
AMD Treiber	25-75	35	1763	5000000
AMD Treiber	25-75	35	1678	5000000
AMD Treiber	25-75	35	1829	5000000
AMD Treiber	25-75	35	1785	5000000
AMD Treiber	25-75	36	1790	5000000
AMD Treiber	25-75	36	1770	5000000
AMD Treiber	25-75	36	1757	5000000
AMD Treiber	25-75	36	1834	5000000
AMD Treiber	25-75	36	1794	5000000
AMD Treiber	25-75	36	1809	5000000
AMD Treiber	25-75	36	1803	5000000
AMD Treiber	25-75	36	1790	5000000
AMD Treiber	25-75	36	1844	5000000
AMD Treiber	25-75	36	1598	5000000
AMD Treiber	25-75	37	1812	5000000
AMD Treiber	25-75	37	1838	5000000
AMD Treiber	25-75	37	1827	5000000
AMD Treiber	25-75	37	1815	5000000
AMD Treiber	25-75	37	1771	5000000
AMD Treiber	25-75	37	1782	5000000
AMD Treiber	25-75	37	1818	5000000
AMD Treiber	25-75	37	1817	5000000
AMD Treiber	25-75	37	1801	5000000
AMD Treiber	25-75	37	1803	5000000
AMD Treiber	25-75	38	1767	5000000
AMD Treiber	25-75	38	1877	5000000
AMD Treiber	25-75	38	1811	5000000
AMD Treiber	25-75	38	1828	5000000
AMD Treiber	25-75	38	1835	5000000
AMD Treiber	25-75	38	1822	5000000
AMD Treiber	25-75	38	1875	5000000
AMD Treiber	25-75	38	1754	5000000
AMD Treiber	25-75	38	1801	5000000
AMD Treiber	25-75	38	1820	5000000
AMD Treiber	25-75	39	1844	5000000
AMD Treiber	25-75	39	1812	5000000
AMD Treiber	25-75	39	1795	5000000
AMD Treiber	25-75	39	1548	5000000
AMD Treiber	25-75	39	1858	5000000
AMD Treiber	25-75	39	1824	5000000
AMD Treiber	25-75	39	1856	5000000
AMD Treiber	25-75	39	1851	5000000
AMD Treiber	25-75	39	1813	5000000
AMD Treiber	25-75	39	1866	5000000
AMD Treiber	25-75	40	1820	5000000
AMD Treiber	25-75	40	1817	5000000
AMD Treiber	25-75	40	1825	5000000
AMD Treiber	25-75	40	1887	5000000
AMD Treiber	25-75	40	1859	5000000
AMD Treiber	25-75	40	1884	5000000
AMD Treiber	25-75	40	1873	5000000
AMD Treiber	25-75	40	1808	5000000
AMD Treiber	25-75	40	1846	5000000
AMD Treiber	25-75	40	1839	5000000
AMD Treiber	25-75	41	1847	5000000
AMD Treiber	25-75	41	1860	5000000
AMD Treiber	25-75	41	1807	5000000
AMD Treiber	25-75	41	1877	5000000
AMD Treiber	25-75	41	1853	5000000
AMD Treiber	25-75	41	1867	5000000
AMD Treiber	25-75	41	1787	5000000
AMD Treiber	25-75	41	1842	5000000
AMD Treiber	25-75	41	1868	5000000
AMD Treiber	25-75	41	1865	5000000
AMD Treiber	25-75	42	1802	5000000
AMD Treiber	25-75	42	1834	5000000
AMD Treiber	25-75	42	1720	5000000
AMD Treiber	25-75	42	1830	5000000
AMD Treiber	25-75	42	1773	5000000
AMD Treiber	25-75	42	1864	5000000
AMD Treiber	25-75	42	1855	5000000
AMD Treiber	25-75	42	1858	5000000
AMD Treiber	25-75	42	1867	5000000
AMD Treiber	25-75	42	1882	5000000
AMD Treiber	25-75	43	1823	5000000
AMD Treiber	25-75	43	1811	5000000
AMD Treiber	25-75	43	1836	5000000
AMD Treiber	25-75	43	1863	5000000
AMD Treiber	25-75	43	1883	5000000
AMD Treiber	25-75	43	1838	5000000
AMD Treiber	25-75	43	1875	5000000
AMD Treiber	25-75	43	1850	5000000
AMD Treiber	25-75	43	1891	5000000
AMD Treiber	25-75	43	1842	5000000
AMD Treiber	25-75	44	1833	5000000
AMD Treiber	25-75	44	1851	5000000
AMD Treiber	25-75	44	1885	5000000
AMD Treiber	25-75	44	1874	5000000
